serial,gross,genre,dir_rep,actor_rep,actress_rep,villain_rep,movie_likes,trailer_likes,poster_likes,budget,language,country,year
85746,1.85,8527021,9,8,5,8,572,2991,2598,364396,209,72,1833
85747,3.18,27017590,7,1,1,9,4293,2674,9865,5184287,87,91,1954
85748,1.79,13009205,9,8,1,4,4612,7533,813,2276094,171,5,1912
85749,2.53,10523117,4,2,1,9,2441,6316,6181,5476343,119,166,1874
85750,2.36,5633371,3,9,1,1,3679,98,1907,1379485,86,73,1918
85751,2.2,599599,1,4,4,5,6499,5964,8036,180197,233,208,1965
85752,1.76,28573262,9,4,2,4,5050,8574,6834,6055994,121,260,1860
85753,3.06,5304834,2,2,3,8,2062,6552,9930,3185169,254,180,1940
85754,1.9,22308504,4,2,6,1,5471,2028,4362,9366588,285,263,1914
85755,2.98,12995190,3,3,4,5,1283,9548,1792,8504708,115,286,1895
85756,3.52,8889766,5,7,4,4,9107,1249,7642,5533189,292,162,1924
85757,3.84,622629,11,3,5,1,3180,9004,4415,7689931,88,153,1962
85758,3.71,19535676,10,7,1,8,9540,3015,2144,1278517,87,137,1916
85759,3.06,5292056,5,4,6,4,199,8502,2451,6046543,240,245,1803
85760,3.36,8573166,11,1,6,4,7984,2492,4024,1262595,72,184,1999
85761,2.04,2618393,12,5,9,9,403,4564,2477,4280198,89,160,1830
85762,1.84,12096634,11,9,8,8,7878,7945,3446,4505844,199,176,1852
85763,3.31,17844197,11,7,3,8,8201,9534,2170,561194,240,226,2005
85764,2.93,21158104,10,3,2,2,7353,7678,5676,3084587,166,5,1970
85765,1.84,22984421,8,5,4,9,5510,1885,4670,6963832,234,20,1969
85766,2.37,23330801,7,1,8,9,503,7972,7029,3696248,293,288,1892
85767,3.72,8853035,11,3,1,9,1244,2666,2513,9520854,38,14,1950
85768,1.55,22237570,4,8,1,5,9087,217,3249,2042453,197,265,1977
85769,2.55,22856215,1,4,7,2,4412,7031,253,4989164,40,192,2002
85770,2.86,3117434,14,2,2,5,7146,248,1079,9289671,257,171,1817
85771,3.29,11210622,6,3,8,1,969,2418,6499,6403313,96,21,1834
85772,3.61,10351600,14,1,6,3,6522,6092,559,1629873,49,36,2004
85773,2.97,12264302,14,7,6,9,2616,961,9028,2464894,67,84,1969
85774,3.9,27509614,13,3,3,7,1083,1106,3103,7347653,33,215,1888
85775,2.65,7816700,13,6,6,6,8604,3614,4762,9884158,166,67,1806
85776,2.35,1100588,11,5,1,5,3417,7709,5950,4853589,169,15,1848
85777,1.59,19962321,7,4,5,9,4983,9631,9509,1396930,54,153,1914
85778,2.69,24655432,14,5,4,4,391,1708,3250,6573875,209,58,1995
85779,3.97,16533076,8,6,1,6,7894,7861,8948,5426495,61,183,1896
85780,3.05,6031952,8,5,4,4,5815,4256,3136,2949074,85,23,2014
85781,3.09,17935705,3,7,7,1,1890,5577,9956,8486729,87,28,1868
85782,3.66,10791778,6,6,9,2,427,1229,9371,8789589,71,176,1907
85783,2.97,17784575,13,7,9,7,6238,6562,4322,612339,76,141,1991
85784,3.69,13722189,4,5,1,4,4776,7207,9687,4727533,2,251,1870
85785,3.83,1845915,8,5,1,7,1414,1461,3250,4791013,231,123,1872
85786,3.39,21072863,8,9,7,6,8674,2943,6438,1123435,226,215,1972
85787,3.41,3954206,2,6,3,7,8344,2336,4707,5587652,27,65,1934
85788,2.8,22032439,8,5,7,4,5997,2497,5615,1737240,184,92,1971
85789,3.86,6406375,1,3,2,4,8723,9608,8180,9876008,148,73,1974
85790,3.41,16590162,9,7,9,7,5035,326,7615,8137790,23,207,1929
85791,3.79,338228,1,4,3,1,221,4067,1018,4763151,151,99,1942
85792,1.79,11183020,1,7,8,6,4600,9365,1496,4367434,261,266,1931
85793,3.11,9833253,13,3,1,7,4815,5767,8107,2734247,151,7,1815
85794,3.24,17852414,13,5,7,9,8631,4966,1049,2437967,28,276,1927
85795,2.91,7409338,9,2,4,2,6748,9586,3131,1113561,218,82,1885
85796,3.92,28444818,8,3,8,9,242,1317,977,6399216,276,101,1940
85797,2.99,18773182,4,7,4,3,1645,5257,2751,7527450,292,198,1968
85798,2.05,7028048,2,1,5,8,9511,7119,1646,3284039,265,172,1909
85799,3.16,24325313,1,7,3,2,1207,4591,4342,7122571,299,55,1887
85800,3.3,959227,1,6,7,3,778,1643,2875,2211002,212,52,1810
85801,1.84,27695215,5,6,3,4,1242,1215,6226,6301826,210,91,1840
85802,3.19,25482433,1,4,5,1,2732,9450,7045,3824794,281,258,2018
85803,3.15,3942703,5,5,8,2,6952,4085,2829,5607649,286,150,1855
85804,1.97,17146839,5,3,4,3,9352,2510,1863,316840,131,116,2009
85805,3.73,28189891,6,3,5,4,3692,7965,1667,1361316,135,32,1840
85806,1.75,11492228,11,8,4,2,8549,6591,3057,5888309,285,160,1986
85807,2.42,534092,1,9,9,5,5182,5991,6331,5649242,168,117,1818
85808,2.79,23587825,13,9,5,7,1864,5113,6312,7448478,12,144,2001
85809,3.82,7202451,9,8,4,1,6501,456,6763,921297,254,205,1992
85810,3.92,27666965,7,5,2,5,6156,2411,8175,3793316,275,196,1965
85811,3.74,26010620,9,7,8,3,774,8954,434,8927518,203,177,1829
85812,1.52,21745960,8,5,6,7,3059,4832,550,3619466,206,63,2000
85813,3.73,6020933,9,4,3,7,5251,4431,2114,5006001,51,74,1857
85814,3.1,27052349,11,9,9,1,1477,6396,5742,4052789,126,156,1955
85815,3.64,16030699,11,9,8,1,3795,9620,9918,1153408,296,181,1927
85816,3.4,28622288,6,8,7,5,8453,5378,7317,8319704,40,286,2001
85817,3.04,979671,12,8,2,6,8679,7491,4295,3038531,169,201,1811
85818,3.12,2225202,8,1,6,4,1335,5998,3408,4560940,132,242,1910
85819,3.67,27335151,6,1,8,4,3192,8758,3940,6484816,60,291,1802
85820,3.21,20129763,5,7,1,2,4475,520,9302,5571508,241,276,1971
85821,3.27,22623647,8,4,2,8,5696,4088,2770,7243966,43,269,1986
85822,1.68,8540562,14,8,5,4,5408,3296,2732,5694563,265,60,1861
85823,2.23,26836013,12,8,6,9,9007,815,2956,2581178,7,128,1901
85824,1.53,25990019,5,8,7,3,8127,7380,503,3034450,14,96,1953
85825,2.5,17072903,9,1,6,8,8967,8974,5742,2843412,123,179,1881
85826,1.98,15049386,7,3,1,7,8244,8687,7490,9799725,55,20,1872
85827,3.96,25920233,5,8,2,4,992,2267,3290,6088156,159,286,1820
85828,2.61,26858670,11,1,4,8,9396,5164,9214,8809334,230,105,1895
85829,1.53,28034309,1,8,7,4,3678,2577,1505,8389999,270,284,1856
85830,2.58,20949572,11,8,5,9,5888,4438,4177,7089842,254,283,1863
85831,2.26,16180291,13,8,1,9,4255,2774,4813,5952217,39,274,1997
85832,2.67,14080852,11,3,4,4,4454,9247,4462,8669916,62,204,1951
85833,1.94,25785679,6,7,6,9,3068,2244,731,5693461,58,207,1898
85834,2.56,20358636,2,8,1,3,5154,8839,7079,7538817,272,283,1942
85835,2.89,26694747,4,4,5,8,1590,9987,5949,5812988,207,169,1919
85836,3.91,20381220,6,4,7,1,6469,5826,2935,5041675,272,28,1836
85837,3.25,29964463,5,7,1,3,1680,9856,7379,4623596,233,164,1852
85838,3.12,26505178,6,5,3,7,9004,2765,8856,1350871,221,204,1845
85839,3.39,1569778,7,4,9,4,9190,2456,6977,8240737,72,16,2017
85840,1.88,21508652,4,5,8,1,6135,4527,5058,4044488,283,179,1820
85841,2.28,13143577,12,2,4,7,28,2303,6866,6131830,211,39,1947
85842,1.61,1652067,10,1,2,1,3870,1046,9418,2067703,10,274,1848
85843,1.89,9051500,8,2,1,4,6630,2387,1107,4681147,158,268,1952
85844,3.01,4793460,12,6,7,4,8517,6548,7301,215697,107,59,1917
85845,3.56,11792998,9,7,8,6,1929,6989,1840,5667019,104,207,1835
85846,3.72,22752751,12,2,4,2,8494,8679,843,6063099,265,179,1916
85847,3.88,12687427,4,7,8,9,4325,7353,5788,1321024,41,129,1890
85848,1.59,1115048,2,1,3,5,3474,8521,4255,6278446,213,209,1989
85849,2.14,4250548,11,7,2,1,2305,77,2359,366787,230,64,1861
85850,2.54,25694426,13,6,4,9,2830,9754,1428,378137,49,214,2011
85851,2.95,7910170,4,3,1,1,767,6134,6865,3580536,26,188,1875
85852,2.68,12532643,9,4,3,3,8964,7651,97,9554492,52,200,1985
85853,3.96,16110201,4,7,8,8,952,3986,1828,1858154,211,149,2001
85854,2.31,20398762,11,6,6,6,1097,4932,716,6236808,161,138,1959
85855,2.79,14312876,4,4,8,4,9563,5756,7185,3032972,235,203,1822
85856,1.85,11102245,9,5,1,3,3601,4646,6207,8179470,71,182,1962
85857,3.32,4909402,11,6,1,1,3146,405,3792,7617030,261,13,1968
85858,2.34,11005439,1,1,7,4,5928,5454,7557,3349375,255,92,1885
85859,1.63,20565286,4,6,4,2,1139,308,8512,4064595,75,139,1914
85860,2.69,12312470,12,3,7,8,5614,9957,8553,9672785,196,163,1899
85861,3.05,20195093,5,6,7,5,538,9441,3346,6733008,228,30,2018
85862,1.56,7320705,10,8,4,9,8876,2278,9774,9375796,50,28,1922
85863,2.95,20469001,5,2,7,5,793,9051,3167,3607675,207,94,1841
85864,2.76,28209137,12,9,7,5,3151,9322,1334,6369679,113,200,1893
85865,3.95,11772933,12,3,2,5,8223,7575,8607,5090170,8,213,1875
85866,3.85,14693668,7,7,3,3,3095,1485,9617,8970546,265,193,1855
85867,2.81,29661630,6,5,9,3,4158,7287,3813,7078138,54,141,1928
85868,1.72,20661280,1,9,3,3,121,6371,726,4130133,50,62,1807
85869,1.58,26422728,3,5,3,1,1801,6852,9010,6811972,162,179,1935
85870,3.1,19242629,8,1,9,4,2336,7245,7688,1086654,260,116,1907
85871,1.6,9134382,4,2,7,9,2209,9058,5047,6011897,209,290,1937
85872,3.2,12553309,6,9,4,4,9006,6555,5263,4975974,120,23,1889
85873,2.84,23566439,2,1,8,5,4165,9923,4135,9157282,233,72,1956
85874,3.84,4059055,4,8,1,6,6317,7387,4994,5935296,37,77,1966
85875,3.84,6482339,7,2,5,1,2803,4118,3664,82548,124,138,1804
85876,2.92,7532691,7,7,5,4,8058,7544,8399,3287354,195,185,1826
85877,1.95,28027543,10,5,8,2,4528,8183,5846,3465076,295,3,1852
85878,2.54,23726916,10,8,3,4,4000,6982,2127,515996,247,237,1831
85879,3.71,14116768,4,7,9,3,9858,5965,338,2756625,27,146,1864
85880,3.26,25335399,6,8,9,3,9906,6862,4623,1390989,11,190,1971
85881,2.34,8930581,7,2,7,4,4894,4254,7096,8437316,263,259,1876
85882,3.87,16249301,9,8,7,7,7607,2108,8272,6953743,230,76,1963
85883,1.66,21785583,11,2,4,4,7320,7220,4164,8083225,175,9,1885
85884,3.77,6854632,5,1,4,6,8806,1083,3540,6714997,289,18,1911
85885,3.54,16298196,4,6,6,1,8881,8996,4272,1978348,274,103,1846
85886,2.85,6820606,8,3,8,7,8587,4480,7717,785570,11,173,1979
85887,1.9,5942452,9,1,4,9,4271,692,2595,5296973,190,70,1914
85888,1.72,5895464,11,4,5,3,5889,4958,9028,365178,13,298,1905
85889,2.46,29310989,12,6,1,1,5817,4562,7192,6830316,197,35,1995
85890,3.58,1662847,2,6,3,8,5474,4333,2300,578344,11,286,1997
85891,3.21,12870017,8,6,1,4,9158,8689,4855,2823752,141,276,1928
85892,1.94,451048,2,3,3,5,4794,3947,1575,4467306,211,184,1980
85893,3.23,16822522,2,1,1,5,4991,3605,4817,714315,150,109,1993
85894,3.7,26653920,9,1,9,6,6054,1457,299,5588933,121,53,2014
85895,2.29,1180360,14,3,4,1,1315,2875,5536,2843420,232,210,1874
85896,2.95,26266966,13,9,6,2,1138,5102,7585,6679209,272,48,1862
85897,3.67,5866359,7,4,2,7,6948,3124,9955,7660672,67,83,1993
85898,1.7,24398561,6,9,6,7,3347,7258,6273,8774477,170,182,1885
85899,2.54,9700833,7,8,3,1,1238,3391,4973,1934523,169,196,1982
85900,3.35,811484,7,3,1,6,6178,6367,5275,6605496,290,17,2014
85901,3,28050303,2,4,8,2,4871,6524,33,3025058,145,243,1857
85902,2.83,12943498,11,1,2,1,7223,1659,7177,7705597,122,116,2013
85903,1.99,15360144,6,4,9,8,6483,8628,7004,3347490,69,35,1876
85904,3.8,9926848,6,3,5,3,7749,2073,1778,9974679,91,297,1865
85905,3.18,8808288,2,3,8,1,9736,2616,930,929747,242,206,1850
85906,2.63,16379222,13,2,1,4,9831,114,8960,1154226,153,37,1956
85907,2.78,20502805,10,5,4,3,580,7254,3388,8368671,100,62,1991
85908,1.69,15828164,9,6,8,2,6137,7338,850,902284,41,151,1966
85909,2.38,10185515,10,7,1,5,6991,3162,6670,4061603,169,245,1904
85910,1.85,27653004,10,1,5,1,4822,4374,3245,7285854,280,181,1934
85911,3.41,19388469,7,9,2,4,5290,16,5356,2847237,209,9,1888
85912,3.54,4841656,12,3,2,8,2311,7233,5007,2686469,86,11,1804
85913,3.57,26739502,9,4,5,3,4161,9331,9495,8281247,185,121,1946
85914,1.58,15171376,6,7,4,1,4293,6883,4310,4189122,65,46,1884
85915,2.94,4544681,7,4,2,3,5149,818,3690,3098342,195,263,1970
85916,2.26,12094427,6,4,7,9,7200,1188,8407,2991363,56,135,1827
85917,2.86,14016684,3,9,3,2,5555,450,2396,9458424,69,268,1971
85918,3.09,717258,12,8,4,1,4211,6416,5587,5152879,28,121,1984
85919,2.28,27430610,14,9,1,1,2638,9449,423,1007775,241,6,1909
85920,2.68,17456426,12,9,9,6,9293,9646,5118,3887405,156,20,1844
85921,2.05,14226767,9,1,6,4,9754,1869,6300,5784501,265,8,1913
85922,1.66,175119,2,5,9,3,7044,7038,4638,6024999,239,203,1963
85923,2.91,2732819,2,3,2,3,9356,613,980,6739493,241,105,1842
85924,2.16,27835615,1,7,5,5,8156,3761,84,91243,102,239,1968
85925,3.94,12874671,13,9,9,4,4082,354,7290,6894535,144,114,1920
85926,3.93,5825815,13,3,1,4,5425,8604,4816,8198114,183,133,1908
85927,3.22,18525673,8,4,1,4,8421,6873,6291,5860528,268,8,1955
85928,2.97,8830529,14,3,1,9,6760,4290,6152,6469306,172,150,1899
85929,3.48,29939,11,2,9,7,9371,9214,7406,7580931,271,230,1883
85930,1.67,17538427,2,3,4,8,6928,2056,6774,8261861,8,278,2006
85931,2.87,4153359,11,3,7,2,1222,1878,4504,8977097,237,287,1830
85932,3.55,19235336,13,6,8,3,4665,2066,3843,5319959,113,128,1903
85933,2.91,25364058,1,3,9,7,9028,2572,3285,2414990,217,140,1944
85934,3.76,27843263,13,5,3,4,7750,7775,7071,1115718,194,48,1859
85935,3.98,25840429,7,4,2,9,3717,9665,6565,1275451,284,240,1897
85936,3.5,29672378,8,1,9,5,7766,2260,3036,1062423,198,176,1925
85937,3.68,11207960,2,6,7,4,2390,8095,3580,7117061,131,25,1859
85938,1.84,26050421,10,2,7,8,771,5132,4366,1835785,50,166,1926
85939,2.14,7542730,9,2,2,4,595,4499,60,3371679,199,75,1887
85940,3.23,10250463,10,7,9,9,6497,7430,8927,5870845,45,215,1993
85941,1.66,18349295,14,7,5,3,7726,4591,4348,2026436,135,205,1924
85942,2.59,22104927,1,5,8,4,6966,8694,6353,260816,163,14,1906
85943,1.53,13150821,9,9,5,3,9331,2990,2921,757619,231,79,1855
85944,1.78,2184230,4,7,9,5,2901,5651,1979,5748244,89,180,2005
85945,2.41,15757245,5,1,2,7,9563,2557,3737,8015573,293,176,1844
85946,2.91,882827,14,7,6,2,8183,3065,6843,2430263,86,240,1803
85947,2.12,27985254,1,8,9,8,267,7744,4219,6721294,295,42,1811
85948,3.19,792645,12,6,6,1,4781,4689,2160,5598600,258,55,1839
85949,1.9,19054250,7,2,1,7,817,9710,8008,865790,76,191,1982
85950,2.21,13500510,8,8,6,3,1069,6634,3631,7879442,13,179,1806
85951,2.03,2703338,8,3,2,9,6457,5513,1709,8838543,162,275,1932
85952,2.96,13055745,4,7,6,3,8541,9683,654,3377788,64,178,1958
85953,2.36,7959931,2,5,3,3,4744,7243,7078,9861845,4,103,1928
85954,1.75,15818329,12,2,8,6,7282,2246,9638,1715772,162,139,1954
85955,3.43,26237268,6,2,6,6,5319,5258,3480,9954589,122,298,1961
85956,2.28,19832293,1,7,8,6,1194,3552,8813,1232943,118,283,1843
85957,3.29,18188246,4,9,7,9,3504,3843,750,541342,272,6,1910
85958,3.93,2988398,10,2,3,2,1360,7436,6306,8180014,47,274,1840
85959,2.07,3758586,1,7,3,8,4479,4313,6736,7980851,256,145,1991
85960,1.96,5999894,14,5,3,9,4904,1444,4161,8207973,56,220,1954
85961,2.78,1314290,6,3,6,4,6636,2490,4093,175306,3,251,1900
85962,3.11,24702326,3,6,3,6,5208,6027,1440,4714693,113,85,1957
85963,2.33,14592109,12,8,3,9,872,8094,8984,9273538,105,154,1941
85964,2.7,22448706,4,7,9,2,4698,9769,3547,7275878,131,71,1975
85965,3,19613177,9,9,4,4,5962,5380,5350,7338687,44,292,1904
85966,3.14,28793922,1,1,2,2,8831,9262,9299,504853,234,276,1827
85967,2.21,3169189,14,8,4,7,2765,6330,5655,1811352,118,155,1816
85968,1.98,5779601,12,8,7,4,6301,4698,3401,650075,126,184,1942
85969,1.6,15944511,11,5,6,3,9736,6330,1966,518059,95,171,2001
85970,2.68,5852757,1,1,7,2,5022,9338,9576,9228707,192,247,1825
85971,1.62,2566412,13,4,8,8,1563,4943,4581,2493249,12,142,1928
85972,2.37,12468827,12,3,5,7,8077,4504,3036,2000186,12,133,1830
85973,3.54,6454031,12,4,1,6,2982,2534,9479,9211358,281,77,1902
85974,3.2,13223282,4,3,9,1,8200,8291,322,8332554,290,135,1978
85975,1.69,26529840,13,9,7,8,6266,2995,309,6448504,201,11,1924
85976,2.74,1552980,5,8,7,5,4545,1214,8415,3311944,255,246,1830
85977,1.7,13709139,9,5,7,8,6290,4952,3175,4532239,141,140,1852
85978,1.76,17909606,3,7,9,4,3676,5877,8872,1809306,29,207,1889
85979,3.95,20362052,6,5,2,2,9284,6506,1613,3302786,196,38,1924
85980,3.31,11152565,10,9,7,6,6461,6945,7050,6564372,207,62,1809
85981,2.49,19940515,10,5,6,4,1050,8669,6837,3155008,286,190,2009
85982,2.29,12610844,11,9,9,5,3345,5779,7693,7208517,41,246,1870
85983,3.38,20241040,3,7,6,1,6357,6224,7311,6844914,59,72,1965
85984,2.74,13665320,12,5,6,3,7271,4101,950,5176352,60,258,1871
85985,3.67,27460158,1,4,3,4,691,3928,733,4000292,277,120,2005
85986,2.07,24708371,5,7,4,9,3595,3389,7091,8434099,236,229,1821
85987,2.2,12191812,2,2,6,6,5509,4232,8367,5674224,54,21,2000
85988,2.76,154541,4,3,5,8,471,350,2211,4282172,17,161,1894
85989,3.64,3899360,1,8,7,9,4879,708,3696,1716377,34,117,1802
85990,2.67,7137553,3,2,8,5,7018,6276,3752,2837522,24,19,1876
85991,3.01,14761765,6,8,9,8,6524,8382,5952,7632313,239,76,1838
85992,2.46,15230471,3,5,6,8,3530,5723,6148,445521,228,141,1928
85993,2.22,8721149,12,8,4,3,9413,5969,2568,3931997,201,255,1963
85994,3.18,1878490,10,2,5,6,6885,9634,2766,515940,213,199,2001
85995,3.35,11805082,1,4,6,3,9912,1698,177,7362173,141,85,1933
85996,3.51,22236955,7,9,2,6,3482,567,2601,7959129,217,231,1896
85997,2.96,21106542,5,9,7,1,4253,7938,9946,2621015,39,214,1846
85998,2.72,29973745,7,6,3,2,4047,8940,1152,1287462,23,45,1836
85999,3.4,14046468,1,1,2,5,7690,5889,7205,5766968,176,254,1811
86000,2.1,27289721,10,4,4,1,5084,1898,2981,8566243,168,177,1813
86001,2.35,9777997,7,9,9,1,2892,1402,9419,7819699,201,44,1927
86002,2.15,10027005,5,6,3,7,8160,300,8862,6734492,252,273,1883
86003,1.87,3582357,1,4,4,4,6518,7782,4914,7008653,262,132,1936
86004,2.35,26620457,6,9,7,6,6075,9999,1946,6449521,281,5,1845
86005,2.74,14192900,8,7,2,4,1933,6822,7259,5675934,284,102,1891
86006,2.36,12602141,4,7,5,5,4630,3598,3334,4480128,261,90,1863
86007,3.23,6242058,8,7,8,3,1637,2597,8843,7829703,221,133,1869
86008,3.78,23446063,14,7,7,2,2507,4650,9987,8294704,108,25,2014
86009,2.86,17451401,1,4,7,5,3208,8258,5618,7932328,21,102,1979
86010,3.34,15870321,14,4,8,7,3988,5295,5669,2467977,206,114,1838
86011,1.77,6335953,5,7,2,7,3173,6493,4830,4837638,242,14,1803
86012,3.82,25966173,2,5,7,3,9608,4448,8882,906335,228,148,1875
86013,3.54,26646767,8,1,3,3,1180,7859,8522,5677109,139,116,1938
86014,3.2,9551522,12,4,4,1,586,7418,8682,2606700,110,240,2011
86015,2.24,19607229,2,8,1,2,9434,9198,6402,5160996,97,45,1917
86016,1.9,24748719,14,1,2,7,4503,9805,6167,5223547,286,203,1820
86017,3.26,20444356,11,6,3,5,5357,2235,1193,2911635,21,169,1864
86018,1.89,27145529,1,5,9,4,1931,3208,9673,7173724,109,79,1884
86019,1.86,17467150,6,3,9,4,3337,3772,7674,4352030,241,7,1856
86020,3.95,25527914,8,3,1,5,4141,4875,686,9922,284,186,1989
86021,2.01,17396610,14,9,7,2,2292,4708,8258,1572152,136,139,1935
86022,1.56,22823369,2,2,6,7,4054,3883,4701,8942622,234,278,1818
86023,3.08,10412254,9,1,9,7,1706,1322,8539,7705027,246,234,1987
86024,3.09,21238654,13,8,8,5,8814,8515,7395,4666946,181,157,1983
86025,2.38,4941912,11,4,2,7,9624,7287,4076,3736015,251,243,1984
86026,3.51,8403174,8,7,9,2,81,5932,79,2696278,81,157,2013
86027,3.84,735734,4,6,8,4,7730,5103,955,3048793,260,36,1921
86028,3.95,16816337,10,5,2,2,2200,5081,3379,4739976,12,93,1830
86029,2.68,28602760,5,4,8,4,7057,6839,4723,1846725,261,144,2003
86030,2.22,8915800,5,8,4,5,2352,4785,9261,3712082,256,59,1936
86031,2.58,8490916,7,5,2,1,3816,9370,7774,6233875,238,112,1952
86032,2.32,17502482,7,8,3,5,7504,1302,7034,3467447,133,48,1926
86033,1.82,7669996,6,3,7,8,1396,745,3012,2026072,64,149,2010
86034,1.56,25800071,12,4,1,6,8082,9178,5481,496632,29,274,1846
86035,1.88,18685999,12,5,3,6,6111,3668,8337,6383830,92,189,2005
86036,1.89,16318544,8,1,2,8,5570,6797,8004,6584322,264,44,1869
86037,2.66,17721507,13,6,6,5,8829,9704,9483,7219988,266,92,1954
86038,2.48,6872024,7,7,9,7,9052,8318,1035,201910,93,258,1814
86039,2.84,12542325,13,8,3,3,2222,3828,373,5945653,32,50,1897
86040,3.65,21786990,7,1,1,8,9142,5847,138,5726307,295,154,1897
86041,2.96,5876878,14,4,8,2,6040,8984,2927,2019593,41,31,1985
86042,2.09,3421701,2,2,5,3,8458,2470,1768,7866416,50,259,2006
86043,3.34,26853277,1,8,7,6,9048,2777,8719,6566323,77,44,1959
86044,3.77,25061642,11,4,9,1,7391,1413,7608,4226921,66,173,1833
86045,2.18,14586881,5,8,4,9,4476,6191,9700,130157,240,45,1805
86046,3.93,15566204,1,5,9,8,7195,2415,3278,4066174,153,152,1916
86047,1.9,13813985,11,3,9,1,6814,2384,2864,6143561,103,280,1938
86048,2.18,27013281,8,2,3,1,9126,3259,2033,3660480,34,89,1820
86049,1.62,21924568,6,4,9,3,474,5171,6752,417411,25,280,1880
86050,2.28,17970609,10,3,6,2,7072,5179,7010,5551776,105,84,1823
86051,1.79,18239550,11,1,5,3,6986,5987,5504,5874619,39,222,1806
86052,3.02,2725716,5,9,9,7,4867,532,9819,8948553,162,214,1922
86053,1.54,19620064,9,3,4,9,7757,2880,667,7327595,204,160,1817
86054,2.37,5131378,3,4,1,3,8387,410,4767,6605364,179,89,1943
86055,1.7,14433964,9,3,6,2,8347,1052,7276,7287040,17,251,1982
86056,3.58,1171157,7,9,4,7,2678,8340,7597,2508255,42,216,1865
86057,2.13,17853266,8,3,4,4,6170,3288,7147,1270743,135,272,1882
86058,2.61,23732318,9,6,1,4,7081,4632,4624,1469122,76,193,1930
86059,3.02,23035111,5,1,3,8,8543,2226,5845,7986543,103,180,1913
86060,3.41,6803735,5,8,5,2,1743,4875,1103,5560912,290,174,1854
86061,1.85,3718229,4,5,3,5,8478,1100,10000,1184785,59,159,1932
86062,1.53,22805547,3,2,2,4,4247,2723,2963,4167399,282,176,1800
86063,2.78,6990412,3,7,4,5,2646,1017,6444,7237499,43,53,1975
86064,2.21,8987101,1,8,2,1,1803,5236,3124,7531469,179,298,1858
86065,2.78,7832771,10,6,2,9,2255,4920,9738,8668190,251,48,1932
86066,1.71,3901121,14,7,8,3,5250,7890,8140,3834105,74,231,1980
86067,3.85,8413400,2,6,9,8,9575,4178,5163,7240594,137,49,1931
86068,2.04,2959761,4,4,8,4,5960,6419,2657,3114551,256,286,1944
86069,1.61,16035426,5,3,4,1,3521,6477,556,6654354,43,109,1916
86070,3.32,3949362,12,2,8,6,264,5530,3095,3403796,40,42,1931
86071,3.41,5000345,9,8,6,3,4624,1480,2494,221218,184,26,1854
86072,3.39,22408100,13,2,6,1,3847,8005,3144,2247628,108,156,1950
86073,1.5,15156720,9,4,5,2,2820,5852,8882,4060978,224,69,1815
86074,3.91,27454321,13,4,7,9,7899,7010,9481,4890491,187,117,1942
86075,2.37,22318321,12,4,5,5,8980,1844,4432,4499620,161,233,1965
86076,2.32,6057588,2,7,9,3,4792,6349,2605,541226,73,19,1852
86077,2.94,18479673,3,2,5,8,7308,841,5776,1083987,114,220,1905
86078,3.38,14719193,6,1,9,5,1544,6624,3932,4522195,142,197,1913
86079,3.54,6104143,10,6,3,6,7098,8358,6432,7016906,207,119,1805
86080,2.21,18021387,11,3,5,1,4366,3894,3854,6762388,44,19,1858
86081,2.35,20854469,10,3,3,5,3046,1317,2578,2876082,261,229,1942
86082,2.97,15999992,14,3,2,2,7947,1489,3717,8303106,195,106,1828
86083,2.04,498481,5,8,5,1,4132,5078,4137,1219766,3,20,1882
86084,2.06,3200995,13,4,9,8,8667,2944,602,8342418,97,56,1876
86085,2.08,28760611,3,4,2,8,9980,6595,9211,528987,254,298,1979
86086,2.65,5256277,7,4,5,1,2664,7330,6551,3147643,285,287,2012
86087,1.53,10788334,7,8,9,3,2904,1030,5645,2283460,107,159,1883
86088,3.22,16275082,6,2,5,6,9286,686,4673,1443769,98,91,1831
86089,3.27,24952214,9,8,1,5,8576,7518,672,4851821,42,59,1922
86090,1.64,10106762,13,1,3,8,1217,57,1255,8445848,243,299,1841
86091,2.8,26781239,14,6,9,7,5637,2008,9682,8013953,173,170,1993
86092,3.04,27912115,5,6,7,7,5509,2482,3151,7665291,248,240,1877
86093,2.56,19530501,5,7,8,4,8063,976,2253,7093947,239,283,1933
86094,2.42,9041271,12,8,1,6,5172,1066,1716,3577544,279,232,1849
86095,2.4,12942565,11,1,7,6,9738,7960,3344,4957680,185,86,1812
86096,1.9,18810787,8,7,9,1,8063,7209,4159,8554919,117,86,1982
86097,2.85,22021198,14,7,9,7,5811,9693,1282,4516849,67,152,1937
86098,1.99,6804871,10,2,4,4,2632,7639,1020,4419492,282,257,1802
86099,2.33,27419708,4,7,9,8,3981,3655,6271,6513835,261,8,1855
86100,3.25,10093483,1,9,1,4,7181,2135,2110,1603177,56,122,1914
86101,3.64,10493292,8,1,4,6,3537,2428,4348,6261749,190,265,2005
86102,2.22,3642817,3,9,4,9,6099,2568,483,40524,211,104,1900
