points,tags,tag_dict,tag_vect,problem_id_enc,level_enc
1000.0,"greedy,implementation","['greedy', 'implementation']","  (0, 35)	0.643835105031232
  (0, 33)	0.7651642683302863",5326,1
2000.0,"math,number theory","['math', 'number theory']","  (0, 68)	0.5318655482034613
  (0, 43)	0.5318655482034613
  (0, 42)	0.5318655482034613
  (0, 37)	0.389046418699228",4520,3
2000.0,"constructive algorithms,sortings","['constructive algorithms', 'sortings']","  (0, 56)	0.5097183429994464
  (0, 14)	0.4967183007198006
  (0, 13)	0.4967183007198006
  (0, 2)	0.4967183007198006",2433,3
500.0,implementation,['implementation'],"  (0, 35)	1.0",270,0
1000.0,"implementation,strings","['implementation', 'strings']","  (0, 61)	0.8418660827494792
  (0, 35)	0.5396864818726211",4823,1
3000.0,"constructive algorithms,geometry,graphs,trees","['constructive algorithms', 'geometry', 'graphs', 'trees']","  (0, 69)	0.4279894269007795
  (0, 32)	0.4133495441729456
  (0, 29)	0.4630142264278561
  (0, 14)	0.3792910188402278
  (0, 13)	0.3792910188402278
  (0, 2)	0.3792910188402278",4351,5
2000.0,implementation,['implementation'],"  (0, 35)	1.0",5426,2
2000.0,"dfs and similar,dsu,graphs,sortings","['dfs and similar', 'dsu', 'graphs', 'sortings']","  (0, 56)	0.38664329057732927
  (0, 55)	0.3853519238411382
  (0, 32)	0.410615444558302
  (0, 22)	0.4862238238892905
  (0, 18)	0.3853519238411382
  (0, 17)	0.3853519238411382",4509,5
2500.0,"data structures,dp,implementation,math","['data structures', 'dp', 'implementation', 'math']","  (0, 62)	0.42501962282508604
  (0, 37)	0.4043825448895077
  (0, 35)	0.34183024997301786
  (0, 21)	0.40295254240841855
  (0, 16)	0.43394377883101565
  (0, 15)	0.43394377883101565",4424,2
500.0,"greedy,implementation,sortings,strings","['greedy', 'implementation', 'sortings', 'strings']","  (0, 61)	0.5960634975349595
  (0, 56)	0.540807792351394
  (0, 35)	0.38211233181733867
  (0, 33)	0.45412047356568175",4075,0
2500.0,data structures,['data structures'],"  (0, 62)	0.569352944945379
  (0, 16)	0.5813076741631853
  (0, 15)	0.5813076741631853",448,4
2000.0,"brute force,math,probabilities","['brute force', 'math', 'probabilities']","  (0, 47)	0.6093772405522829
  (0, 37)	0.3805482111044038
  (0, 27)	0.401597824413979
  (0, 7)	0.401597824413979
  (0, 6)	0.401597824413979",5877,3
2000.0,"greedy,sortings","['greedy', 'sortings']","  (0, 56)	0.765815093250802
  (0, 33)	0.6430608392285022",6381,3
1500.0,"greedy,math","['greedy', 'math']","  (0, 37)	0.7054782744958024
  (0, 33)	0.7087315459427675",3961,2
2000.0,data structures,['data structures'],"  (0, 62)	0.569352944945379
  (0, 16)	0.5813076741631853
  (0, 15)	0.5813076741631853",5776,3
500.0,"greedy,math","['greedy', 'math']","  (0, 37)	0.7054782744958024
  (0, 33)	0.7087315459427675",5584,0
1500.0,"binary search,math","['binary search', 'math']","  (0, 52)	0.5144364345710868
  (0, 37)	0.4360479194132385
  (0, 4)	0.5221194148665484
  (0, 3)	0.5221194148665484",2421,3
500.0,implementation,['implementation'],"  (0, 35)	1.0",2645,0
3000.0,"constructive algorithms,dfs and similar,greedy","['constructive algorithms', 'dfs and similar', 'greedy']","  (0, 55)	0.38990298052266836
  (0, 33)	0.32850171656698574
  (0, 18)	0.38990298052266836
  (0, 17)	0.38990298052266836
  (0, 14)	0.38123204637559127
  (0, 13)	0.38123204637559127
  (0, 2)	0.38123204637559127",2676,4
3000.0,"data structures,divide and conquer","['data structures', 'divide and conquer']","  (0, 62)	0.31374914796161846
  (0, 20)	0.48177793828287807
  (0, 19)	0.48177793828287807
  (0, 16)	0.32033695283642843
  (0, 15)	0.32033695283642843
  (0, 12)	0.48177793828287807",2065,5
1500.0,implementation,['implementation'],"  (0, 35)	1.0",5893,2
1000.0,"data structures,math,probabilities","['data structures', 'math', 'probabilities']","  (0, 62)	0.39805095372316535
  (0, 47)	0.6064550732470178
  (0, 37)	0.3787233553884953
  (0, 16)	0.4064088473792814
  (0, 15)	0.4064088473792814",5808,2
3000.0,"dp,graph matchings,greedy,sortings,two pointers","['dp', 'graph matchings', 'greedy', 'sortings', 'two pointers']","  (0, 56)	0.2949381041789486
  (0, 46)	0.35594734115259974
  (0, 36)	0.47068430633945113
  (0, 33)	0.2476618004336773
  (0, 31)	0.47068430633945113
  (0, 30)	0.47068430633945113
  (0, 21)	0.24565318832231928",1314,3
500.0,implementation,['implementation'],"  (0, 35)	1.0",550,0
500.0,"brute force,greedy,implementation","['brute force', 'greedy', 'implementation']","  (0, 35)	0.37560750854216096
  (0, 33)	0.4463898321280302
  (0, 27)	0.46891901123735624
  (0, 7)	0.46891901123735624
  (0, 6)	0.46891901123735624",2618,0
2000.0,"constructive algorithms,greedy","['constructive algorithms', 'greedy']","  (0, 33)	0.44541756120237624
  (0, 14)	0.5169149498620083
  (0, 13)	0.5169149498620083
  (0, 2)	0.5169149498620083",2316,3
750.0,"greedy,implementation","['greedy', 'implementation']","  (0, 35)	0.643835105031232
  (0, 33)	0.7651642683302863",3686,1
1500.0,"dfs and similar,graphs,greedy","['dfs and similar', 'graphs', 'greedy']","  (0, 55)	0.4542986577646164
  (0, 33)	0.3827564711346894
  (0, 32)	0.48408229926772095
  (0, 18)	0.4542986577646164
  (0, 17)	0.4542986577646164",4819,3
500.0,"implementation,math,number theory","['implementation', 'math', 'number theory']","  (0, 68)	0.5052449415657008
  (0, 43)	0.5052449415657008
  (0, 42)	0.5052449415657008
  (0, 37)	0.3695741071140833
  (0, 35)	0.3124061881871792",2702,1
1000.0,"brute force,dp,implementation","['brute force', 'dp', 'implementation']","  (0, 35)	0.3762135261786677
  (0, 27)	0.4696755807532483
  (0, 21)	0.4434838545567469
  (0, 7)	0.4696755807532483
  (0, 6)	0.4696755807532483",1614,1
2500.0,"data structures,dp,sortings","['data structures', 'dp', 'sortings']","  (0, 62)	0.43521753699350324
  (0, 56)	0.4954043146698368
  (0, 21)	0.412620979395192
  (0, 16)	0.44435581905876426
  (0, 15)	0.44435581905876426",6543,4
1500.0,"binary search,dp,implementation,two pointers","['binary search', 'dp', 'implementation', 'two pointers']","  (0, 52)	0.4157739155594403
  (0, 46)	0.5088439153982781
  (0, 35)	0.29790502580720374
  (0, 21)	0.35117309704080807
  (0, 4)	0.42198339565443677
  (0, 3)	0.42198339565443677",311,2
2000.0,"binary search,math,ternary search","['binary search', 'math', 'ternary search']","  (0, 66)	0.49928808341448605
  (0, 65)	0.49928808341448605
  (0, 52)	0.504602660617126
  (0, 37)	0.25261394628168665
  (0, 4)	0.30247741119188465
  (0, 3)	0.30247741119188465",2227,4
1000.0,"binary search,math","['binary search', 'math']","  (0, 52)	0.5144364345710868
  (0, 37)	0.4360479194132385
  (0, 4)	0.5221194148665484
  (0, 3)	0.5221194148665484",5610,1
1500.0,"brute force,number theory","['brute force', 'number theory']","  (0, 68)	0.4570235457665541
  (0, 43)	0.4570235457665541
  (0, 42)	0.4570235457665541
  (0, 27)	0.3527928740044217
  (0, 7)	0.3527928740044217
  (0, 6)	0.3527928740044217",192,3
500.0,sortings,['sortings'],"  (0, 56)	1.0",4929,0
1500.0,math,['math'],"  (0, 37)	1.0",549,2
500.0,"brute force,constructive algorithms,math","['brute force', 'constructive algorithms', 'math']","  (0, 37)	0.34464698527814425
  (0, 27)	0.3637107610540484
  (0, 14)	0.40181334904784716
  (0, 13)	0.40181334904784716
  (0, 7)	0.3637107610540484
  (0, 6)	0.3637107610540484
  (0, 2)	0.40181334904784716",712,0
1000.0,"constructive algorithms,greedy,strings","['constructive algorithms', 'greedy', 'strings']","  (0, 61)	0.5047126452194689
  (0, 33)	0.38452337109975504
  (0, 14)	0.4462461663079571
  (0, 13)	0.4462461663079571
  (0, 2)	0.4462461663079571",5503,1
500.0,implementation,['implementation'],"  (0, 35)	1.0",5095,0
1000.0,greedy,['greedy'],"  (0, 33)	1.0",2010,1
1750.0,"dp,strings","['dp', 'strings']","  (0, 61)	0.797816892350439
  (0, 21)	0.6028998310501408",881,2
500.0,"games,number theory","['games', 'number theory']","  (0, 68)	0.47174741025749983
  (0, 43)	0.47174741025749983
  (0, 42)	0.47174741025749983
  (0, 28)	0.5765094472305083",2514,0
1500.0,"dfs and similar,greedy,shortest paths","['dfs and similar', 'greedy', 'shortest paths']","  (0, 55)	0.33212238929354154
  (0, 54)	0.4437659843760762
  (0, 53)	0.4437659843760762
  (0, 45)	0.4437659843760762
  (0, 33)	0.27982031542052804
  (0, 18)	0.33212238929354154
  (0, 17)	0.33212238929354154",3486,2
2250.0,"data structures,greedy","['data structures', 'greedy']","  (0, 62)	0.5000947375249198
  (0, 33)	0.47800652376165875
  (0, 16)	0.5105952490677799
  (0, 15)	0.5105952490677799",6162,3
500.0,"greedy,math","['greedy', 'math']","  (0, 37)	0.7054782744958024
  (0, 33)	0.7087315459427675",2820,0
500.0,"implementation,math","['implementation', 'math']","  (0, 37)	0.7637024449468292
  (0, 35)	0.6455684127822824",2965,0
1500.0,dp,['dp'],"  (0, 21)	1.0",4620,2
1000.0,constructive algorithms,['constructive algorithms'],"  (0, 14)	0.5773502691896258
  (0, 13)	0.5773502691896258
  (0, 2)	0.5773502691896258",785,1
1000.0,"dp,greedy,sortings","['dp', 'greedy', 'sortings']","  (0, 56)	0.6456550033131226
  (0, 33)	0.5421614851179785
  (0, 21)	0.5377643914870152",1084,1
3.0,brute force,['brute force'],"  (0, 27)	0.5773502691896257
  (0, 7)	0.5773502691896257
  (0, 6)	0.5773502691896257",3473,14
1500.0,"dfs and similar,hashing,shortest paths","['dfs and similar', 'hashing', 'shortest paths']","  (0, 55)	0.3137368853668527
  (0, 54)	0.4192001571048945
  (0, 53)	0.4192001571048945
  (0, 45)	0.4192001571048945
  (0, 34)	0.421332630033106
  (0, 18)	0.3137368853668527
  (0, 17)	0.3137368853668527",5342,2
250.0,"brute force,math","['brute force', 'math']","  (0, 37)	0.4799566188964724
  (0, 27)	0.5065049009231357
  (0, 7)	0.5065049009231357
  (0, 6)	0.5065049009231357",14,0
1500.0,"constructive algorithms,games","['constructive algorithms', 'games']","  (0, 28)	0.6374575724509286
  (0, 14)	0.4448399874580255
  (0, 13)	0.4448399874580255
  (0, 2)	0.4448399874580255",6215,3
1000.0,implementation,['implementation'],"  (0, 35)	1.0",840,1
2500.0,dp,['dp'],"  (0, 21)	1.0",5219,4
2000.0,"data structures,dp","['data structures', 'dp']","  (0, 62)	0.5010202805652976
  (0, 21)	0.47500723498371566
  (0, 16)	0.5115402257767201
  (0, 15)	0.5115402257767201",2735,3
500.0,geometry,['geometry'],"  (0, 29)	1.0",4137,0
500.0,"brute force,greedy","['brute force', 'greedy']","  (0, 33)	0.4816573466427246
  (0, 27)	0.5059664680671668
  (0, 7)	0.5059664680671668
  (0, 6)	0.5059664680671668",2489,1
250.0,"games,greedy,implementation,math","['games', 'greedy', 'implementation', 'math']","  (0, 37)	0.4258202380601592
  (0, 35)	0.3599518333795691
  (0, 33)	0.42778388296901354
  (0, 28)	0.7114160189207364",5903,2
1000.0,"binary search,implementation","['binary search', 'implementation']","  (0, 52)	0.5289918613907164
  (0, 35)	0.3790265050835606
  (0, 4)	0.5368922233682132
  (0, 3)	0.5368922233682132",1795,1
2000.0,"dp,games","['dp', 'games']","  (0, 28)	0.8588402120288889
  (0, 21)	0.5122435848326194",3542,3
2500.0,dp,['dp'],"  (0, 21)	1.0",1013,5
2000.0,"data structures,dfs and similar,hashing,strings,trees","['data structures', 'dfs and similar', 'hashing', 'strings', 'trees']","  (0, 69)	0.35533873937249866
  (0, 62)	0.2838891404591737
  (0, 61)	0.3561654300728431
  (0, 55)	0.32206922704947244
  (0, 34)	0.4325225397925772
  (0, 18)	0.32206922704947244
  (0, 17)	0.32206922704947244
  (0, 16)	0.2898499734226192
  (0, 15)	0.2898499734226192",5357,3
500.0,implementation,['implementation'],"  (0, 35)	1.0",5122,0
3000.0,"data structures,divide and conquer,trees","['data structures', 'divide and conquer', 'trees']","  (0, 69)	0.36553690922114707
  (0, 62)	0.29203671726912717
  (0, 20)	0.44843738528982896
  (0, 19)	0.44843738528982896
  (0, 16)	0.2981686252668005
  (0, 15)	0.2981686252668005
  (0, 12)	0.44843738528982896",6193,5
500.0,"brute force,math","['brute force', 'math']","  (0, 37)	0.4799566188964724
  (0, 27)	0.5065049009231357
  (0, 7)	0.5065049009231357
  (0, 6)	0.5065049009231357",5471,0
2000.0,dp,['dp'],"  (0, 21)	1.0",1901,3
3000.0,"geometry,two pointers","['geometry', 'two pointers']","  (0, 46)	0.7121788810723234
  (0, 29)	0.7019980351500803",3305,4
3000.0,"brute force,data structures","['brute force', 'data structures']","  (0, 62)	0.40457805626898896
  (0, 27)	0.40622571315158146
  (0, 16)	0.4130729997888229
  (0, 15)	0.4130729997888229
  (0, 7)	0.40622571315158146
  (0, 6)	0.40622571315158146",2677,5
750.0,implementation,['implementation'],"  (0, 35)	1.0",3195,1
1000.0,greedy,['greedy'],"  (0, 33)	1.0",1624,1
1000.0,"brute force,implementation","['brute force', 'implementation']","  (0, 35)	0.41974888999677135
  (0, 27)	0.5240263572717433
  (0, 7)	0.5240263572717433
  (0, 6)	0.5240263572717433",2768,1
500.0,"constructive algorithms,math","['constructive algorithms', 'math']","  (0, 37)	0.4437763738372296
  (0, 14)	0.5173852626505319
  (0, 13)	0.5173852626505319
  (0, 2)	0.5173852626505319",5957,1
1000.0,"greedy,sortings","['greedy', 'sortings']","  (0, 56)	0.765815093250802
  (0, 33)	0.6430608392285022",5838,1
500.0,"geometry,implementation,sortings","['geometry', 'implementation', 'sortings']","  (0, 56)	0.5857699385229936
  (0, 35)	0.41388071748064803
  (0, 29)	0.6968330724215608",2570,0
500.0,strings,['strings'],"  (0, 61)	1.0",4194,0
3500.0,"dfs and similar,dsu,graphs","['dfs and similar', 'dsu', 'graphs']","  (0, 55)	0.41784825617123766
  (0, 32)	0.44524222366772453
  (0, 22)	0.527226580046366
  (0, 18)	0.41784825617123766
  (0, 17)	0.41784825617123766",3289,7
1750.0,"fft,math","['fft', 'math']","  (0, 37)	0.43937650702674214
  (0, 25)	0.8983030029299575",4286,4
500.0,"math,number theory","['math', 'number theory']","  (0, 68)	0.5318655482034613
  (0, 43)	0.5318655482034613
  (0, 42)	0.5318655482034613
  (0, 37)	0.389046418699228",5309,0
1500.0,"binary search,dp,sortings","['binary search', 'dp', 'sortings']","  (0, 56)	0.462769028293604
  (0, 52)	0.45634343581501496
  (0, 21)	0.38543913331785573
  (0, 4)	0.4631588116121302
  (0, 3)	0.4631588116121302",3356,2
500.0,"graphs,shortest paths","['graphs', 'shortest paths']","  (0, 54)	0.5244320539952442
  (0, 53)	0.5244320539952442
  (0, 45)	0.5244320539952442
  (0, 32)	0.41822608984493986",3752,0
500.0,"greedy,math","['greedy', 'math']","  (0, 37)	0.7054782744958024
  (0, 33)	0.7087315459427675",801,0
2000.0,"constructive algorithms,math,number theory","['constructive algorithms', 'math', 'number theory']","  (0, 68)	0.4182350129787219
  (0, 43)	0.4182350129787219
  (0, 42)	0.4182350129787219
  (0, 37)	0.3059285086684207
  (0, 14)	0.3566726647501791
  (0, 13)	0.3566726647501791
  (0, 2)	0.3566726647501791",3860,3
500.0,"implementation,sortings","['implementation', 'sortings']","  (0, 56)	0.8167076220666944
  (0, 35)	0.5770516961747584",43,0
1000.0,"constructive algorithms,greedy,sortings","['constructive algorithms', 'greedy', 'sortings']","  (0, 56)	0.468599534293003
  (0, 33)	0.39348664245489945
  (0, 14)	0.4566482010877195
  (0, 13)	0.4566482010877195
  (0, 2)	0.4566482010877195",3282,1
3000.0,"combinatorics,dp,number theory","['combinatorics', 'dp', 'number theory']","  (0, 68)	0.4689289045778192
  (0, 43)	0.4689289045778192
  (0, 42)	0.4689289045778192
  (0, 21)	0.3417968568937973
  (0, 11)	0.47274935851025807",4709,4
500.0,"brute force,implementation","['brute force', 'implementation']","  (0, 35)	0.41974888999677135
  (0, 27)	0.5240263572717433
  (0, 7)	0.5240263572717433
  (0, 6)	0.5240263572717433",3015,0
500.0,"greedy,implementation","['greedy', 'implementation']","  (0, 35)	0.643835105031232
  (0, 33)	0.7651642683302863",127,0
500.0,"constructive algorithms,math","['constructive algorithms', 'math']","  (0, 37)	0.4437763738372296
  (0, 14)	0.5173852626505319
  (0, 13)	0.5173852626505319
  (0, 2)	0.5173852626505319",4542,0
500.0,"implementation,math,number theory","['implementation', 'math', 'number theory']","  (0, 68)	0.5052449415657008
  (0, 43)	0.5052449415657008
  (0, 42)	0.5052449415657008
  (0, 37)	0.3695741071140833
  (0, 35)	0.3124061881871792",4690,0
1000.0,"greedy,implementation","['greedy', 'implementation']","  (0, 35)	0.643835105031232
  (0, 33)	0.7651642683302863",2322,1
500.0,"brute force,implementation,math","['brute force', 'implementation', 'math']","  (0, 37)	0.4447468316342108
  (0, 35)	0.37595074899627445
  (0, 27)	0.46934752230462495
  (0, 7)	0.46934752230462495
  (0, 6)	0.46934752230462495",4653,0
3500.0,"constructive algorithms,flows","['constructive algorithms', 'flows']","  (0, 26)	0.6530886323660848
  (0, 14)	0.4372166656911259
  (0, 13)	0.4372166656911259
  (0, 2)	0.4372166656911259",5069,7
500.0,"implementation,number theory","['implementation', 'number theory']","  (0, 68)	0.5437411290419024
  (0, 43)	0.5437411290419024
  (0, 42)	0.5437411290419024
  (0, 35)	0.3362093897628555",4646,0
1000.0,implementation,['implementation'],"  (0, 35)	1.0",1647,1
500.0,"geometry,implementation,math","['geometry', 'implementation', 'math']","  (0, 37)	0.5170802635289932
  (0, 35)	0.43709521583461364
  (0, 29)	0.7359183197633277",6186,0
2000.0,"dfs and similar,dp,trees","['dfs and similar', 'dp', 'trees']","  (0, 69)	0.49762602572825015
  (0, 55)	0.4510344966862413
  (0, 21)	0.37692437824432856
  (0, 18)	0.4510344966862413
  (0, 17)	0.4510344966862413",1904,4
1000.0,implementation,['implementation'],"  (0, 35)	1.0",728,1
1000.0,implementation,['implementation'],"  (0, 35)	1.0",4243,1
1000.0,"constructive algorithms,greedy,implementation","['constructive algorithms', 'greedy', 'implementation']","  (0, 35)	0.35095054957549987
  (0, 33)	0.41708632907337784
  (0, 14)	0.4840360543915258
  (0, 13)	0.4840360543915258
  (0, 2)	0.4840360543915258",4742,1
1500.0,"constructive algorithms,greedy,implementation","['constructive algorithms', 'greedy', 'implementation']","  (0, 35)	0.35095054957549987
  (0, 33)	0.41708632907337784
  (0, 14)	0.4840360543915258
  (0, 13)	0.4840360543915258
  (0, 2)	0.4840360543915258",2136,2
2000.0,"dp,graphs,shortest paths","['dp', 'graphs', 'shortest paths']","  (0, 54)	0.49831103382738545
  (0, 53)	0.49831103382738545
  (0, 45)	0.49831103382738545
  (0, 32)	0.39739499829678016
  (0, 21)	0.31166577615508095",2297,3
2500.0,"dp,games,math,probabilities","['dp', 'games', 'math', 'probabilities']","  (0, 47)	0.5907190931195583
  (0, 37)	0.36889643917145387
  (0, 28)	0.6163136758011826
  (0, 21)	0.36759192484474307",742,4
2500.0,data structures,['data structures'],"  (0, 62)	0.569352944945379
  (0, 16)	0.5813076741631853
  (0, 15)	0.5813076741631853",1058,4
1000.0,"dfs and similar,dsu","['dfs and similar', 'dsu']","  (0, 55)	0.466655699084791
  (0, 22)	0.5888101353875076
  (0, 18)	0.466655699084791
  (0, 17)	0.466655699084791",1940,1
1500.0,"bitmasks,greedy,implementation,sortings","['bitmasks', 'greedy', 'implementation', 'sortings']","  (0, 56)	0.512676984186083
  (0, 35)	0.3622362707546518
  (0, 33)	0.4304988170243207
  (0, 5)	0.6485506630759742",3112,1
2000.0,"geometry,math","['geometry', 'math']","  (0, 37)	0.5749071630765996
  (0, 29)	0.818218646721777",902,3
2000.0,divide and conquer,['divide and conquer'],"  (0, 20)	0.5773502691896257
  (0, 19)	0.5773502691896257
  (0, 12)	0.5773502691896257",4367,2
